year,rows,provinces,mean_susceptibility,min_susceptibility,max_susceptibility,mean_pov_area,mean_variety_count
2015,3177,76,0.5245499625940986,0.5,0.6480525228681027,91787.29524708845,6.62669184765502
2016,3048,77,0.523834400973244,0.5,0.6479337806877055,93590.45242782152,6.21489501312336
2017,3233,77,0.5210053820504681,0.5,0.6482846546128882,91907.55830497989,5.980513454995361
2018,3162,77,0.5227689301432905,0.5,0.6490983478959139,96872.34155597723,6.460468058191019
2019,3119,77,0.5230474798162165,0.5,0.6491096664782363,102958.94260981084,6.460083360051298
2020,2958,76,0.5226256269686744,0.5,0.6490662824207493,103182.60615280595,6.249492900608519
2021,3025,76,0.5229656583601966,0.5,0.6490064974678276,103561.43603305785,6.274380165289256
2022,2535,76,0.5256625899187943,0.5,0.6490064974678276,120944.71952662722,6.436686390532544
