model,sequence_length,epoch,loss,val_loss,roc_auc,val_roc_auc,pr_auc,val_pr_auc
tcn,4,6,0.29851678013801575,0.5691657066345215,0.9451245665550232,0.7603632211685181,0.46473556756973267,0.23261931538581848
tcn,4,7,0.2732259929180145,0.5527685880661011,0.953223466873169,0.7509124875068665,0.4969560205936432,0.22326026856899261
tcn,4,8,0.264952152967453,0.46431970596313477,0.9564838409423828,0.7459743618965149,0.5448558330535889,0.21407939493656158
tcn,4,9,0.2468988597393036,0.4832908809185028,0.9621277451515198,0.7599623799324036,0.5601673126220703,0.22494809329509735
tcn,4,10,0.2391321212053299,0.4819987714290619,0.9637976884841919,0.7598081231117249,0.5454649329185486,0.23134258389472961
tcn,4,11,0.21786843240261078,0.4142685532569885,0.9699161648750305,0.7442212104797363,0.6022700071334839,0.19659854471683502
hybrid_dnn_gru,4,1,0.5385465621948242,0.6188694834709167,0.8056676983833313,0.7333669066429138,0.22635367512702942,0.1936391144990921
hybrid_dnn_gru,4,2,0.4392164349555969,0.6199495792388916,0.8817317485809326,0.7594181299209595,0.3036339282989502,0.2308819442987442
hybrid_dnn_gru,4,3,0.37485477328300476,0.5494981408119202,0.9148054718971252,0.7765174508094788,0.38001805543899536,0.25552207231521606
hybrid_dnn_gru,4,4,0.3422536253929138,0.49471399188041687,0.9284515380859375,0.7781305909156799,0.4318569302558899,0.24785824120044708
hybrid_dnn_gru,4,5,0.31329309940338135,0.5243097543716431,0.9397602081298828,0.7787100076675415,0.4662705063819885,0.2581828236579895
hybrid_dnn_gru,4,6,0.29682430624961853,0.5318633317947388,0.9457720518112183,0.7623938322067261,0.4949630796909332,0.23494598269462585
hybrid_dnn_gru,4,7,0.2837051749229431,0.49952632188796997,0.9506520628929138,0.7749704718589783,0.5252419710159302,0.2645389437675476
hybrid_dnn_gru,4,8,0.26372337341308594,0.5079660415649414,0.9569792151451111,0.7698067426681519,0.5637523531913757,0.22637495398521423
hybrid_dnn_gru,4,9,0.25458356738090515,0.4706707000732422,0.9597865343093872,0.771087646484375,0.5723651647567749,0.23888280987739563
hybrid_dnn_gru,4,10,0.23850475251674652,0.5011412501335144,0.9647820591926575,0.7750154137611389,0.5900070071220398,0.24246364831924438
hybrid_dnn_gru,4,11,0.22587287425994873,0.4242734909057617,0.9684970378875732,0.7748124599456787,0.6093654632568359,0.23261003196239471
hybrid_dnn_gru,4,12,0.20545943081378937,0.4846310615539551,0.9734854698181152,0.7743218541145325,0.6234875917434692,0.24038825929164886
hybrid_dnn_gru,4,13,0.20488877594470978,0.46498796343803406,0.9736362099647522,0.7732589840888977,0.6448740363121033,0.22598938643932343
hybrid_dnn_gru,4,14,0.19752652943134308,0.5172091722488403,0.9753388166427612,0.7796457409858704,0.6568413972854614,0.2597143352031708
hybrid_dnn_gru,4,15,0.1842256635427475,0.506039023399353,0.9779009222984314,0.7749754190444946,0.6698545813560486,0.2443859875202179
hybrid_dnn_tcn,4,1,0.5359622240066528,0.6380109786987305,0.8133687973022461,0.734703004360199,0.2204762101173401,0.1838371455669403
hybrid_dnn_tcn,4,2,0.42170897126197815,0.5754755735397339,0.8921659588813782,0.7760793566703796,0.3119454085826874,0.2568822503089905
hybrid_dnn_tcn,4,3,0.33964723348617554,0.5553709864616394,0.930022120475769,0.7804403901100159,0.43036186695098877,0.2634531557559967
hybrid_dnn_tcn,4,4,0.30224737524986267,0.47329723834991455,0.9435804486274719,0.7792849540710449,0.48527881503105164,0.2639470100402832
hybrid_dnn_tcn,4,5,0.27822235226631165,0.5298730731010437,0.9524293541908264,0.7749552726745605,0.5133456587791443,0.2535528838634491
hybrid_dnn_tcn,4,6,0.2636978328227997,0.5094276070594788,0.9570614695549011,0.7669679522514343,0.534675121307373,0.2542136311531067
hybrid_dnn_tcn,4,7,0.24752916395664215,0.5590817928314209,0.961585283279419,0.7616196870803833,0.5343948602676392,0.25652751326560974
hybrid_dnn_tcn,4,8,0.24377794563770294,0.4563963711261749,0.9627652764320374,0.7680908441543579,0.5654851198196411,0.2389916032552719
hybrid_dnn_tcn,4,9,0.21485786139965057,0.5002162456512451,0.9707271456718445,0.7657524943351746,0.5971639156341553,0.2493363618850708
hybrid_dnn_tcn,4,10,0.2107178270816803,0.48342519998550415,0.9713594317436218,0.7637168765068054,0.5973867774009705,0.24300366640090942
hybrid_dnn_tcn,4,11,0.20009218156337738,0.4357646107673645,0.9744040966033936,0.7640073895454407,0.6307923793792725,0.2327556610107422
hybrid_dnn_tcn,4,12,0.1813627928495407,0.4479871690273285,0.9782466292381287,0.7649616599082947,0.639064610004425,0.2365972399711609
