model,feature_set,feature,importance
xgboost_core_no_BUS,core_no_BUS,province_Ang Thong,0.009838758036494255
xgboost_core_no_BUS,core_no_BUS,province_Sukhothai,0.00978635624051094
xgboost_core_no_BUS,core_no_BUS,province_Phetchabun,0.009742972441017628
xgboost_core_no_BUS,core_no_BUS,region_Central,0.009742667898535728
xgboost_core_no_BUS,core_no_BUS,mean_wind_speed,0.00949858408421278
xgboost_core_no_BUS,core_no_BUS,province_Nakhon Nayok,0.009454801678657532
xgboost_core_no_BUS,core_no_BUS,province_Kamphaeng Phet,0.009447978809475899
xgboost_core_no_BUS,core_no_BUS,wind_aligned_neighbor_count,0.009285720996558666
xgboost_core_no_BUS,core_no_BUS,host_weighted_rolling_3w,0.009150493890047073
xgboost_core_no_BUS,core_no_BUS,mean_wind_gust,0.008745983242988586
xgboost_core_no_BUS,core_no_BUS,humid_wind_hours,0.008418459445238113
xgboost_core_no_BUS,core_no_BUS,province_Saraburi,0.008404825814068317
xgboost_core_no_BUS,core_no_BUS,province_Surat Thani,0.008311745710670948
xgboost_core_no_BUS,core_no_BUS,province_Amnat Charoen,0.008075498975813389
xgboost_core_no_BUS,core_no_BUS,leaf_wet_wind_hours,0.007948934100568295
xgboost_core_no_BUS,core_no_BUS,province_Nakhon Pathom,0.0078046005219221115
xgboost_core_no_BUS,core_no_BUS,province_Nakhon Phanom,0.007802830543369055
xgboost_core_no_BUS,core_no_BUS,province_Nong Khai,0.007689021062105894
xgboost_core_no_BUS,core_no_BUS,province_Sing Buri,0.007544129155576229
xgboost_core_no_BUS,core_no_BUS,temperature_mean,0.007479940541088581
xgboost_core_no_BUS,core_no_BUS,rolling_3w_risk,0.007432145066559315
xgboost_core_no_BUS,core_no_BUS,province_Trat,0.007423968520015478
xgboost_core_no_BUS,core_no_BUS,province_Chaiyaphum,0.007240563165396452
xgboost_core_no_BUS,core_no_BUS,province_Kalasin,0.006863482762128115
xgboost_core_no_BUS,core_no_BUS,province_Lamphun,0.006665883120149374
xgboost_core_no_BUS,core_no_BUS,province_Chachoengsao,0.0065219830721616745
xgboost_core_no_BUS,core_no_BUS,host_weighted_risk,0.006461875978857279
xgboost_core_no_BUS,core_no_BUS,max_wind_speed,0.006360264495015144
xgboost_core_no_BUS,core_no_BUS,province_Phitsanulok,0.006184582132846117
xgboost_core_no_BUS,core_no_BUS,province_Mae Hong Son,0.006148503627628088
xgboost_core_no_BUS,core_no_BUS,province_Mukdahan,0.006128005217760801
xgboost_core_no_BUS,core_no_BUS,province_Chai Nat,0.005669442005455494
xgboost_core_no_BUS,core_no_BUS,province_Samut Sakhon,0.005281507037580013
xgboost_core_no_BUS,core_no_BUS,province_Nong Bua Lam Phu,0.005173894111067057
xgboost_core_no_BUS,core_no_BUS,province_Ratchaburi,0.004627538379281759
xgboost_core_no_BUS,core_no_BUS,neighbor_prevweek_blast,0.0031248198356479406
xgboost_core_no_BUS,core_no_BUS,leaf_wet_hours,0.0
xgboost_core_no_BUS,core_no_BUS,host_weighted_rolling_2w,0.0
xgboost_core_no_BUS,core_no_BUS,wind_aligned_neighbor_blast,0.0
xgboost_core_no_BUS,core_no_BUS,province_Bangkok,0.0
xgboost_core_no_BUS,core_no_BUS,province_Buri Ram,0.0
xgboost_core_no_BUS,core_no_BUS,province_Chanthaburi,0.0
xgboost_core_no_BUS,core_no_BUS,province_Chiang Rai,0.0
xgboost_core_no_BUS,core_no_BUS,province_Chon Buri,0.0
xgboost_core_no_BUS,core_no_BUS,province_Chumphon,0.0
xgboost_core_no_BUS,core_no_BUS,province_Kanchanaburi,0.0
xgboost_core_no_BUS,core_no_BUS,province_Khon Kaen,0.0
xgboost_core_no_BUS,core_no_BUS,province_Krabi,0.0
xgboost_core_no_BUS,core_no_BUS,province_Loei,0.0
xgboost_core_no_BUS,core_no_BUS,province_Lop Buri,0.0
xgboost_core_no_BUS,core_no_BUS,province_Nakhon Ratchasima,0.0
xgboost_core_no_BUS,core_no_BUS,province_Nan,0.0
xgboost_core_no_BUS,core_no_BUS,province_Narathiwat,0.0
xgboost_core_no_BUS,core_no_BUS,province_Nonthaburi,0.0
xgboost_core_no_BUS,core_no_BUS,province_Pathum Thani,0.0
xgboost_core_no_BUS,core_no_BUS,province_Pattani,0.0
xgboost_core_no_BUS,core_no_BUS,province_Phang-nga,0.0
xgboost_core_no_BUS,core_no_BUS,province_Phayao,0.0
xgboost_core_no_BUS,core_no_BUS,province_Phetchaburi,0.0
xgboost_core_no_BUS,core_no_BUS,province_Phuket,0.0
xgboost_core_no_BUS,core_no_BUS,province_Prachuap Khiri Khan,0.0
xgboost_core_no_BUS,core_no_BUS,province_Ranong,0.0
xgboost_core_no_BUS,core_no_BUS,province_Sa kaeo,0.0
xgboost_core_no_BUS,core_no_BUS,province_Sakon Nakhon,0.0
xgboost_core_no_BUS,core_no_BUS,province_Samut Prakarn,0.0
xgboost_core_no_BUS,core_no_BUS,province_Samut Songkhram,0.0
xgboost_core_no_BUS,core_no_BUS,province_Satun,0.0
xgboost_core_no_BUS,core_no_BUS,province_Suphan Buri,0.0
xgboost_core_no_BUS,core_no_BUS,province_Surin,0.0
xgboost_core_no_BUS,core_no_BUS,province_Trang,0.0
xgboost_core_no_BUS,core_no_BUS,province_Udon Thani,0.0
xgboost_core_no_BUS,core_no_BUS,province_Uthai Thani,0.0
xgboost_core_no_BUS,core_no_BUS,province_Uttaradit,0.0
xgboost_core_no_BUS,core_no_BUS,province_Yala,0.0
xgboost_core_no_BUS,core_no_BUS,province_Yasothon,0.0
xgboost_core_no_BUS,core_no_BUS,region_East,0.0
