province,analog_province,analog_rank,combined_similarity,province_region,analog_region,same_region,distance_km,weather_similarity,host_similarity,pressure_similarity,outbreak_history_similarity
Prachuap Khiri Khan,Kanchanaburi,3,0.6821917915756883,West,West,True,261.9417962090053,0.6340024301425147,0.4505523616884006,0.644212374471838,1.0
Prachuap Khiri Khan,Samut Songkhram,4,0.6799943054970847,West,Central,False,175.59961865205656,0.5576130092860372,0.4936336865328432,0.6687305261694584,1.0
Prachuap Khiri Khan,Pathum Thani,5,0.6787604441147916,West,Central,False,262.2450284560963,0.49212104422077435,0.625538293775871,0.5973824384625213,1.0
Ranong,Satun,1,0.7370689135513144,South,South,True,372.38749003689634,0.5473323160858475,0.7339262810119316,0.6670170571074785,1.0
Ranong,Narathiwat,2,0.7095949962033424,South,South,True,532.5423229707511,0.6053130824431545,0.5579276592905178,0.6751392430796973,1.0
Ranong,Krabi,3,0.7035187306325408,South,South,True,207.7158030556852,0.5033341195022324,0.5301527266564883,0.7805880763714426,1.0
Ranong,Trang,4,0.6771140915816101,South,South,True,284.0780099506936,0.5700986239005057,0.5775018683281055,0.5608558740978289,1.0
Ranong,Phang-nga,5,0.6653208972722163,South,South,True,136.09576849050833,0.5462549150911135,0.3749532975718904,0.7400753764258613,1.0
Ratchaburi,Samut Songkhram,1,0.5805827170163373,West,Central,False,25.29793255417237,0.5866026667421942,0.5677747307479257,0.7168456138507919,0.45110785672443743
Ratchaburi,Prachuap Khiri Khan,2,0.576621124320697,West,West,True,192.20749586730625,0.6496643383905389,0.46823394396738505,0.7374783582004267,0.45110785672443743
Ratchaburi,Chai Nat,3,0.552902837442253,West,Central,False,174.7781151402054,0.5754702463637278,0.5800327472808403,0.6050004994000062,0.45110785672443743
Ratchaburi,Suphan Buri,4,0.5234506133696339,West,Central,False,106.18541995894756,0.54677276688827,0.41075946556325005,0.7075974071244668,0.42867281390254863
Ratchaburi,Phetchaburi,5,0.49308759770345634,West,West,True,62.6909113289896,0.525926369839325,0.2974033027081817,0.6979128615418811,0.45110785672443743
Rayong,Chon Buri,1,0.5551913675089887,East,East,True,56.996713511400166,0.7721016077379914,0.711650008962556,0.5151816680896679,0.22183218524573964
Rayong,Chachoengsao,2,0.539556084448257,East,East,True,105.83892830421584,0.7020586042655856,0.6771636784100721,0.5646940755395298,0.21430797957784037
Rayong,Nakhon Nayok,3,0.5358541378473544,East,East,True,159.68366745502246,0.6376179782376323,0.5773141773245385,0.5426347087065337,0.3858496871207129
Rayong,Chiang Mai,4,0.4773500774724064,East,North,False,727.1742831456734,0.3237523890327659,0.5396343344249294,0.5859889596387493,0.4600246267931809
Rayong,Samut Prakarn,5,0.47694295190642194,East,Central,False,124.83710164558612,0.6890518476022272,0.6754224220261162,0.15744785087663146,0.3858496871207129
Roi Et,Amnat Charoen,1,0.6751017617329954,Northeast,Northeast,True,96.925221072069,0.4758980374740218,0.4952278129847866,0.7292811964731731,1.0
Roi Et,Nakhon Phanom,2,0.6680368359218019,Northeast,Northeast,True,168.6199459448894,0.4996083081296806,0.47359571572320946,0.6989433198343173,1.0
Roi Et,Nong Khai,3,0.6210723101678974,Northeast,Northeast,True,243.61732924627384,0.5749691127398349,0.3154707114785835,0.5938494164531716,1.0
Roi Et,Yasothon,4,0.5913976039272316,Northeast,Northeast,True,54.67759047604898,0.7545939143976641,0.5776191456973468,0.7397108762596478,0.2936664793542678
Roi Et,Phetchabun,5,0.5910775753658822,Northeast,North,False,289.8687480203903,0.5665223604685652,0.4111412683185156,0.3866466726764482,1.0
