year,season,province,variety,area_old,area_updated,_merge,area_diff,area_abs_diff
2017,inseason,Loei,ราชการไวต่อช่วงแสง,1253414.0,40688.0,both,-1212726.0,1212726.0
2017,inseason,Loei,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Loei,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Loei,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Lop Buri,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Lop Buri,กข6,118903.0,3870.0,both,-115033.0,115033.0
2017,inseason,Lop Buri,ขาวดอกมะลิ105,5853779.0,190525.0,both,-5663254.0,5663254.0
2017,inseason,Lop Buri,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Lop Buri,ชัยนาท1,737721.0,24009.0,both,-713712.0,713712.0
2017,inseason,Lop Buri,ปทุมธานี1,4309975.0,140280.0,both,-4169695.0,4169695.0
2017,inseason,Lop Buri,พันธุ์พื้นเมือง,468085.0,15234.0,both,-452851.0,452851.0
2017,inseason,Lop Buri,ราชการไม่ไวต่อช่วงแสง,10761249.0,350250.0,both,-10410999.0,10410999.0
2017,inseason,Lop Buri,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Lop Buri,สุพรรณบุรี1,379629.0,12356.0,both,-367273.0,367273.0
2017,inseason,Lop Buri,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Lop Buri,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,กข6,130758.0,4254.0,both,-126504.0,126504.0
2017,inseason,Mae Hong Son,ขาวดอกมะลิ105,1121339.0,36483.0,both,-1084856.0,1084856.0
2017,inseason,Mae Hong Son,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,พันธุ์พื้นเมือง,1782567.0,57993.0,both,-1724574.0,1724574.0
2017,inseason,Mae Hong Son,ราชการไม่ไวต่อช่วงแสง,2078816.0,67631.0,both,-2011185.0,2011185.0
2017,inseason,Mae Hong Son,ราชการไวต่อช่วงแสง,54713.0,1780.0,both,-52933.0,52933.0
2017,inseason,Mae Hong Son,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Mae Hong Son,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,กข15,1099866.0,36182.0,both,-1063684.0,1063684.0
2017,inseason,Maha Sarakham,กข6,30298537.0,996750.0,both,-29301787.0,29301787.0
2017,inseason,Maha Sarakham,ขาวดอกมะลิ105,29645816.0,975278.0,both,-28670538.0,28670538.0
2017,inseason,Maha Sarakham,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,พันธุ์พื้นเมือง,300173.0,9875.0,both,-290298.0,290298.0
2017,inseason,Maha Sarakham,ราชการไม่ไวต่อช่วงแสง,860699.0,28316.0,both,-832383.0,832383.0
2017,inseason,Maha Sarakham,ราชการไวต่อช่วงแสง,345040.0,11350.0,both,-333690.0,333690.0
2017,inseason,Maha Sarakham,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Maha Sarakham,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,กข15,154119.0,5023.0,both,-149096.0,149096.0
2017,inseason,Mukdahan,กข6,11124291.0,362632.0,both,-10761659.0,10761659.0
2017,inseason,Mukdahan,ขาวดอกมะลิ105,3049024.0,99393.0,both,-2949631.0,2949631.0
2017,inseason,Mukdahan,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,พันธุ์พื้นเมือง,385818.0,12577.0,both,-373241.0,373241.0
2017,inseason,Mukdahan,ราชการไม่ไวต่อช่วงแสง,284003.0,9258.0,both,-274745.0,274745.0
2017,inseason,Mukdahan,ราชการไวต่อช่วงแสง,99545.0,3245.0,both,-96300.0,96300.0
2017,inseason,Mukdahan,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Mukdahan,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Nayok,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Nayok,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Nayok,ขาวดอกมะลิ105,584471.0,19000.0,both,-565471.0,565471.0
2017,inseason,Nakhon Nayok,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Nayok,ชัยนาท1,49988.0,1625.0,both,-48363.0,48363.0
2017,inseason,Nakhon Nayok,ปทุมธานี1,192014.0,6241.0,both,-185773.0,185773.0
2017,inseason,Nakhon Nayok,พันธุ์พื้นเมือง,884028.0,28738.0,both,-855290.0,855290.0
2017,inseason,Nakhon Nayok,ราชการไม่ไวต่อช่วงแสง,6182255.0,200973.0,both,-5981282.0,5981282.0
2017,inseason,Nakhon Nayok,ราชการไวต่อช่วงแสง,2836159.0,92198.0,both,-2743961.0,2743961.0
2017,inseason,Nakhon Nayok,สุพรรณบุรี1,539066.0,17524.0,both,-521542.0,521542.0
2017,inseason,Nakhon Nayok,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Nayok,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,ปทุมธานี1,500060.0,16286.0,both,-483774.0,483774.0
2017,inseason,Nakhon Pathom,พันธุ์พื้นเมือง,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,ราชการไม่ไวต่อช่วงแสง,8806838.0,286822.0,both,-8520016.0,8520016.0
2017,inseason,Nakhon Pathom,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Pathom,สุพรรณบุรี1,169798.0,5531.0,both,-164267.0,164267.0
2017,inseason,Nakhon Pathom,"สุพรรณบุรี60,90",29293.0,954.0,both,-28339.0,28339.0
2017,inseason,Nakhon Pathom,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,กข15,2580116.0,84512.0,both,-2495604.0,2495604.0
2017,inseason,Nakhon Phanom,กข6,17568695.0,575450.0,both,-16993245.0,16993245.0
2017,inseason,Nakhon Phanom,ขาวดอกมะลิ105,14570405.0,477245.0,both,-14093160.0,14093160.0
2017,inseason,Nakhon Phanom,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,พันธุ์พื้นเมือง,1737052.0,56896.0,both,-1680156.0,1680156.0
2017,inseason,Nakhon Phanom,ราชการไม่ไวต่อช่วงแสง,2238451.0,73319.0,both,-2165132.0,2165132.0
2017,inseason,Nakhon Phanom,ราชการไวต่อช่วงแสง,2281835.0,74740.0,both,-2207095.0,2207095.0
2017,inseason,Nakhon Phanom,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Phanom,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Ratchasima,กข15,1846051.0,60357.0,both,-1785694.0,1785694.0
2017,inseason,Nakhon Ratchasima,กข6,6398645.0,209205.0,both,-6189440.0,6189440.0
2017,inseason,Nakhon Ratchasima,ขาวดอกมะลิ105,88305957.0,2887182.0,both,-85418775.0,85418775.0
2017,inseason,Nakhon Ratchasima,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Ratchasima,ชัยนาท1,2311012.0,75560.0,both,-2235452.0,2235452.0
2017,inseason,Nakhon Ratchasima,ปทุมธานี1,534330.0,17470.0,both,-516860.0,516860.0
2017,inseason,Nakhon Ratchasima,พันธุ์พื้นเมือง,2320493.0,75868.0,both,-2244625.0,2244625.0
2017,inseason,Nakhon Ratchasima,ราชการไม่ไวต่อช่วงแสง,1631340.0,53338.0,both,-1578002.0,1578002.0
2017,inseason,Nakhon Ratchasima,ราชการไวต่อช่วงแสง,2831486.0,92574.0,both,-2738912.0,2738912.0
2017,inseason,Nakhon Ratchasima,สุพรรณบุรี1,164183.0,5368.0,both,-158815.0,158815.0
2017,inseason,Nakhon Ratchasima,"สุพรรณบุรี60,90",68695.0,2246.0,both,-66449.0,66449.0
2017,inseason,Nakhon Ratchasima,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Sawan,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Sawan,กข6,146046.0,4767.0,both,-141279.0,141279.0
2017,inseason,Nakhon Sawan,ขาวดอกมะลิ105,21712090.0,708689.0,both,-21003401.0,21003401.0
2017,inseason,Nakhon Sawan,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Sawan,ชัยนาท1,1689660.0,55151.0,both,-1634509.0,1634509.0
2017,inseason,Nakhon Sawan,ปทุมธานี1,926646.0,30246.0,both,-896400.0,896400.0
2017,inseason,Nakhon Sawan,พันธุ์พื้นเมือง,926615.0,30245.0,both,-896370.0,896370.0
2017,inseason,Nakhon Sawan,ราชการไม่ไวต่อช่วงแสง,39988028.0,1305221.0,both,-38682807.0,38682807.0
2017,inseason,Nakhon Sawan,ราชการไวต่อช่วงแสง,310873.0,10147.0,both,-300726.0,300726.0
2017,inseason,Nakhon Sawan,สุพรรณบุรี1,2470474.0,80637.0,both,-2389837.0,2389837.0
2017,inseason,Nakhon Sawan,"สุพรรณบุรี60,90",741905.0,24216.0,both,-717689.0,717689.0
2017,inseason,Nakhon Sawan,หอมสุพรรณบุรี,261824.0,8546.0,both,-253278.0,253278.0
2017,inseason,Nakhon Si Thammarat,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Si Thammarat,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Si Thammarat,ขาวดอกมะลิ105,69426.0,1664.0,both,-67762.0,67762.0
2017,inseason,Nakhon Si Thammarat,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Si Thammarat,ชัยนาท1,63605.0,1522.0,both,-62083.0,62083.0
2017,inseason,Nakhon Si Thammarat,ปทุมธานี1,1713522.0,41052.0,both,-1672470.0,1672470.0
2017,inseason,Nakhon Si Thammarat,พันธุ์พื้นเมือง,1147546.0,27491.0,both,-1120055.0,1120055.0
2017,inseason,Nakhon Si Thammarat,ราชการไม่ไวต่อช่วงแสง,2641792.0,63290.0,both,-2578502.0,2578502.0
2017,inseason,Nakhon Si Thammarat,ราชการไวต่อช่วงแสง,479055.0,11478.0,both,-467577.0,467577.0
2017,inseason,Nakhon Si Thammarat,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Si Thammarat,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nakhon Si Thammarat,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,กข6,2202356.0,71482.0,both,-2130874.0,2130874.0
2017,inseason,Nan,ขาวดอกมะลิ105,169054.0,5486.0,both,-163568.0,163568.0
2017,inseason,Nan,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,พันธุ์พื้นเมือง,799240.0,25940.0,both,-773300.0,773300.0
2017,inseason,Nan,ราชการไม่ไวต่อช่วงแสง,3615515.0,117348.0,both,-3498167.0,3498167.0
2017,inseason,Nan,ราชการไวต่อช่วงแสง,1477090.0,47942.0,both,-1429148.0,1429148.0
2017,inseason,Nan,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nan,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nan,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,พันธุ์พื้นเมือง,1227539.0,30937.0,both,-1196602.0,1196602.0
2017,inseason,Narathiwat,ราชการไม่ไวต่อช่วงแสง,194279.0,4895.0,both,-189384.0,189384.0
2017,inseason,Narathiwat,ราชการไวต่อช่วงแสง,87583.0,2208.0,both,-85375.0,85375.0
2017,inseason,Narathiwat,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Narathiwat,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,กข15,345249.0,11229.0,both,-334020.0,334020.0
2017,inseason,Nong Bua Lam Phu,กข6,15084762.0,490623.0,both,-14594139.0,14594139.0
2017,inseason,Nong Bua Lam Phu,ขาวดอกมะลิ105,3610004.0,117412.0,both,-3492592.0,3492592.0
2017,inseason,Nong Bua Lam Phu,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,พันธุ์พื้นเมือง,352936.0,11478.0,both,-341458.0,341458.0
2017,inseason,Nong Bua Lam Phu,ราชการไม่ไวต่อช่วงแสง,418241.0,13602.0,both,-404639.0,404639.0
2017,inseason,Nong Bua Lam Phu,ราชการไวต่อช่วงแสง,102692.0,3340.0,both,-99352.0,99352.0
2017,inseason,Nong Bua Lam Phu,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nong Bua Lam Phu,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,กข15,654743.0,21337.0,both,-633406.0,633406.0
2017,inseason,Nong Khai,กข6,10948172.0,356783.0,both,-10591389.0,10591389.0
2017,inseason,Nong Khai,ขาวดอกมะลิ105,2342309.0,76331.0,both,-2265978.0,2265978.0
2017,inseason,Nong Khai,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,พันธุ์พื้นเมือง,283721.0,9246.0,both,-274475.0,274475.0
2017,inseason,Nong Khai,ราชการไม่ไวต่อช่วงแสง,648299.0,21127.0,both,-627172.0,627172.0
2017,inseason,Nong Khai,ราชการไวต่อช่วงแสง,1147649.0,37401.0,both,-1110248.0,1110248.0
2017,inseason,Nong Khai,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nong Khai,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,พันธุ์พื้นเมือง,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,ราชการไม่ไวต่อช่วงแสง,2706857.0,88206.0,both,-2618651.0,2618651.0
2017,inseason,Nonthaburi,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Nonthaburi,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,ปทุมธานี1,820222.0,26723.0,both,-793499.0,793499.0
2017,inseason,Pathum Thani,พันธุ์พื้นเมือง,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,ราชการไม่ไวต่อช่วงแสง,8731455.0,284460.0,both,-8446995.0,8446995.0
2017,inseason,Pathum Thani,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Pathum Thani,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,พันธุ์พื้นเมือง,1659666.0,54475.0,both,-1605191.0,1605191.0
2017,inseason,Pattani,ราชการไม่ไวต่อช่วงแสง,260916.0,8563.0,both,-252353.0,252353.0
2017,inseason,Pattani,ราชการไวต่อช่วงแสง,179661.0,5898.0,both,-173763.0,173763.0
2017,inseason,Pattani,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Pattani,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,ขาวดอกมะลิ105,22588.0,745.0,both,-21843.0,21843.0
2017,inseason,Phang-nga,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,ปทุมธานี1,14735.0,486.0,both,-14249.0,14249.0
2017,inseason,Phang-nga,พันธุ์พื้นเมือง,15554.0,513.0,both,-15041.0,15041.0
2017,inseason,Phang-nga,ราชการไม่ไวต่อช่วงแสง,12552.0,414.0,both,-12138.0,12138.0
2017,inseason,Phang-nga,ราชการไวต่อช่วงแสง,14856.0,490.0,both,-14366.0,14366.0
2017,inseason,Phang-nga,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Phang-nga,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,ขาวดอกมะลิ105,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,ชัยนาท1,186877.0,5001.0,both,-181876.0,181876.0
2017,inseason,Phatthalung,ปทุมธานี1,467237.0,12502.0,both,-454735.0,454735.0
2017,inseason,Phatthalung,พันธุ์พื้นเมือง,2451585.0,65603.0,both,-2385982.0,2385982.0
2017,inseason,Phatthalung,ราชการไม่ไวต่อช่วงแสง,899846.0,24080.0,both,-875766.0,875766.0
2017,inseason,Phatthalung,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Phatthalung,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,กข15,1813187.0,59114.0,both,-1754073.0,1754073.0
2017,inseason,Phayao,กข6,6020197.0,196273.0,both,-5823924.0,5823924.0
2017,inseason,Phayao,ขาวดอกมะลิ105,8807826.0,287155.0,both,-8520671.0,8520671.0
2017,inseason,Phayao,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,ชัยนาท1,0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,ปทุมธานี1,0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,พันธุ์พื้นเมือง,475489.0,15502.0,both,-459987.0,459987.0
2017,inseason,Phayao,ราชการไม่ไวต่อช่วงแสง,1459132.0,47570.0,both,-1411562.0,1411562.0
2017,inseason,Phayao,ราชการไวต่อช่วงแสง,569500.0,18566.0,both,-550934.0,550934.0
2017,inseason,Phayao,สุพรรณบุรี1,0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,"สุพรรณบุรี60,90",0.0,0.0,both,0.0,0.0
2017,inseason,Phayao,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchabun,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchabun,กข6,1733915.0,56720.0,both,-1677195.0,1677195.0
2017,inseason,Phetchabun,ขาวดอกมะลิ105,7800034.0,255151.0,both,-7544883.0,7544883.0
2017,inseason,Phetchabun,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchabun,ชัยนาท1,866881.0,28357.0,both,-838524.0,838524.0
2017,inseason,Phetchabun,ปทุมธานี1,477997.0,15636.0,both,-462361.0,462361.0
2017,inseason,Phetchabun,พันธุ์พื้นเมือง,1842592.0,60273.0,both,-1782319.0,1782319.0
2017,inseason,Phetchabun,ราชการไม่ไวต่อช่วงแสง,18629153.0,609389.0,both,-18019764.0,18019764.0
2017,inseason,Phetchabun,ราชการไวต่อช่วงแสง,539076.0,17633.0,both,-521443.0,521443.0
2017,inseason,Phetchabun,สุพรรณบุรี1,174220.0,5700.0,both,-168520.0,168520.0
2017,inseason,Phetchabun,"สุพรรณบุรี60,90",313254.0,10246.0,both,-303008.0,303008.0
2017,inseason,Phetchabun,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchaburi,กข15,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchaburi,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchaburi,ขาวดอกมะลิ105,23207.0,753.0,both,-22454.0,22454.0
2017,inseason,Phetchaburi,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchaburi,ชัยนาท1,1063695.0,34513.0,both,-1029182.0,1029182.0
2017,inseason,Phetchaburi,ปทุมธานี1,246923.0,8011.0,both,-238912.0,238912.0
2017,inseason,Phetchaburi,พันธุ์พื้นเมือง,44133.0,1432.0,both,-42701.0,42701.0
2017,inseason,Phetchaburi,ราชการไม่ไวต่อช่วงแสง,5342266.0,173342.0,both,-5168924.0,5168924.0
2017,inseason,Phetchaburi,ราชการไวต่อช่วงแสง,0.0,0.0,both,0.0,0.0
2017,inseason,Phetchaburi,สุพรรณบุรี1,2163849.0,70210.0,both,-2093639.0,2093639.0
2017,inseason,Phetchaburi,"สุพรรณบุรี60,90",89222.0,2895.0,both,-86327.0,86327.0
2017,inseason,Phetchaburi,หอมสุพรรณบุรี,0.0,0.0,both,0.0,0.0
2017,inseason,Phichit,กข15,344086.0,11268.0,both,-332818.0,332818.0
2017,inseason,Phichit,กข6,0.0,0.0,both,0.0,0.0
2017,inseason,Phichit,ขาวดอกมะลิ105,10110934.0,331138.0,both,-9779796.0,9779796.0
2017,inseason,Phichit,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phichit,ชัยนาท1,309399.0,10134.0,both,-299265.0,299265.0
2017,inseason,Phichit,ปทุมธานี1,220149.0,7209.0,both,-212940.0,212940.0
2017,inseason,Phichit,พันธุ์พื้นเมือง,183905.0,6023.0,both,-177882.0,177882.0
2017,inseason,Phichit,ราชการไม่ไวต่อช่วงแสง,30254270.0,990845.0,both,-29263425.0,29263425.0
2017,inseason,Phichit,ราชการไวต่อช่วงแสง,2619037.0,85773.0,both,-2533264.0,2533264.0
2017,inseason,Phichit,สุพรรณบุรี1,3135120.0,102677.0,both,-3032443.0,3032443.0
2017,inseason,Phichit,"สุพรรณบุรี60,90",290773.0,9525.0,both,-281248.0,281248.0
2017,inseason,Phichit,หอมสุพรรณบุรี,247293.0,8101.0,both,-239192.0,239192.0
2017,inseason,Phitsanulok,กข15,63877.0,2083.0,both,-61794.0,61794.0
2017,inseason,Phitsanulok,กข6,2160590.0,70456.0,both,-2090134.0,2090134.0
2017,inseason,Phitsanulok,ขาวดอกมะลิ105,6870643.0,224049.0,both,-6646594.0,6646594.0
2017,inseason,Phitsanulok,คลองหลวง1,0.0,0.0,both,0.0,0.0
2017,inseason,Phitsanulok,ชัยนาท1,314141.0,10243.0,both,-303898.0,303898.0
2017,inseason,Phitsanulok,ปทุมธานี1,364555.0,11889.0,both,-352666.0,352666.0
2017,inseason,Phitsanulok,พันธุ์พื้นเมือง,479398.0,15632.0,both,-463766.0,463766.0
2017,inseason,Phitsanulok,ราชการไม่ไวต่อช่วงแสง,27176004.0,886200.0,both,-26289804.0,26289804.0
2017,inseason,Phitsanulok,ราชการไวต่อช่วงแสง,1962120.0,63984.0,both,-1898136.0,1898136.0
