model,feature_set,feature,importance,is_analog_feature
random_forest,core_plus_analog_and_geographic,province_Nakhon Phanom,0.0003406073251048298,False
random_forest,core_plus_analog_and_geographic,province_Lop Buri,0.0003141738237820247,False
random_forest,core_plus_analog_and_geographic,province_Trat,0.00031312949750108876,False
random_forest,core_plus_analog_and_geographic,province_Ang Thong,0.000289324304073383,False
random_forest,core_plus_analog_and_geographic,province_Phetchabun,0.00028488564749022384,False
random_forest,core_plus_analog_and_geographic,province_Kamphaeng Phet,0.0002832427323120528,False
random_forest,core_plus_analog_and_geographic,province_Lamphun,0.0002808070092888692,False
random_forest,core_plus_analog_and_geographic,province_Amnat Charoen,0.00027810364357120786,False
random_forest,core_plus_analog_and_geographic,province_Mae Hong Son,0.00027762828936272484,False
random_forest,core_plus_analog_and_geographic,province_Nakhon Nayok,0.00027582138556349594,False
random_forest,core_plus_analog_and_geographic,province_Yasothon,0.00026704469858878537,False
random_forest,core_plus_analog_and_geographic,province_Krabi,0.0002602272301436039,False
random_forest,core_plus_analog_and_geographic,province_Surin,0.0002586286081253986,False
random_forest,core_plus_analog_and_geographic,province_Phayao,0.00022471468997782847,False
random_forest,core_plus_analog_and_geographic,province_Suphan Buri,0.0002166776965035517,False
random_forest,core_plus_analog_and_geographic,province_Loei,0.00019182193083776982,False
random_forest,core_plus_analog_and_geographic,province_Kalasin,0.0001916293247128497,False
random_forest,core_plus_analog_and_geographic,province_Nong Khai,0.00018203238738610295,False
random_forest,core_plus_analog_and_geographic,province_Sing Buri,0.0001787347927097773,False
random_forest,core_plus_analog_and_geographic,province_Lampang,0.00017657153610890368,False
random_forest,core_plus_analog_and_geographic,province_Phitsanulok,0.00017582278536248233,False
random_forest,core_plus_analog_and_geographic,province_Nonthaburi,0.00015439378927886263,False
random_forest,core_plus_analog_and_geographic,province_Saraburi,0.00014445372414028588,False
random_forest,core_plus_analog_and_geographic,province_Chaiyaphum,0.00014443605630898665,False
random_forest,core_plus_analog_and_geographic,province_Satun,0.00013882307788652876,False
random_forest,core_plus_analog_and_geographic,province_Nan,0.0001246538809906682,False
random_forest,core_plus_analog_and_geographic,province_Chumphon,0.00011944532859762705,False
random_forest,core_plus_analog_and_geographic,province_Chiang Rai,0.00010719832313633954,False
random_forest,core_plus_analog_and_geographic,province_Ranong,0.00010439409977279345,False
random_forest,core_plus_analog_and_geographic,province_Yala,0.00010296234687648311,False
random_forest,core_plus_analog_and_geographic,province_Chon Buri,9.642041199300596e-05,False
random_forest,core_plus_analog_and_geographic,province_Narathiwat,8.890340770911057e-05,False
random_forest,core_plus_analog_and_geographic,province_Uttaradit,8.563364523103861e-05,False
random_forest,core_plus_analog_and_geographic,province_Trang,8.422279593814937e-05,False
random_forest,core_plus_analog_and_geographic,province_Sakon Nakhon,8.377357640823359e-05,False
random_forest,core_plus_analog_and_geographic,province_Chanthaburi,8.360707439663661e-05,False
random_forest,core_plus_analog_and_geographic,province_Bangkok,7.996484803239204e-05,False
random_forest,core_plus_analog_and_geographic,province_Phang-nga,7.977825934418905e-05,False
random_forest,core_plus_analog_and_geographic,province_Phuket,7.049995443794429e-05,False
random_forest,core_plus_analog_and_geographic,province_Pattani,6.785449102176629e-05,False
random_forest,core_plus_analog_and_geographic,province_Nakhon Ratchasima,6.606860938620383e-05,False
random_forest,core_plus_analog_and_geographic,province_Sa kaeo,6.412381799230443e-05,False
random_forest,core_plus_analog_and_geographic,province_Udon Thani,5.43732636663336e-05,False
random_forest,core_plus_analog_and_geographic,province_Samut Prakarn,5.431612745282329e-05,False
random_forest,core_plus_analog_and_geographic,province_Nong Bua Lam Phu,5.314869517458232e-05,False
random_forest,core_plus_analog_and_geographic,province_Samut Sakhon,4.691797344103114e-05,False
random_forest,core_plus_analog_and_geographic,province_Buri Ram,3.9784555229120456e-05,False
random_forest,core_plus_analog_and_geographic,province_Chai Nat,3.199240993654193e-05,False
random_forest,core_plus_analog_and_geographic,province_Kanchanaburi,3.0113186891820428e-05,False
random_forest,core_plus_analog_and_geographic,province_Samut Songkhram,2.423045572953385e-05,False
random_forest,core_plus_analog_and_geographic,province_Khon Kaen,7.484821248760247e-06,False
random_forest,core_plus_analog_and_geographic,province_Phetchaburi,5.2322381190315795e-06,False
random_forest,core_plus_analog_and_geographic,province_Pathum Thani,1.3651024150093811e-06,False
random_forest,core_plus_analog_and_geographic,province_Prachuap Khiri Khan,6.302291236208809e-20,False
random_forest,core_plus_analog_history,regional_neighbor_pressure_2w,0.12281202596302584,False
random_forest,core_plus_analog_history,analog_outbreak_frequency_train,0.12065144314581928,True
random_forest,core_plus_analog_history,regional_neighbor_pressure_3w,0.09713148192709158,False
random_forest,core_plus_analog_history,regional_wind_alignment_frequency,0.08647958969214235,False
random_forest,core_plus_analog_history,analog_prevweek_blast,0.07709847982083642,True
random_forest,core_plus_analog_history,susceptibility_score,0.04918958075656881,False
