file_path,year,metadata_column,sample_unique_values,sample_unique_count
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chachoengsao 2017-01-01.csv,2017,resolvedAddress,"13.68568478,101.1367174",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,address,Chai Nat,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,latitude,15.15194231,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,longitude,100.0815577,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,name,"15.15194231,100.0815577",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chai Nat 2017-07-01.csv,2017,resolvedAddress,"15.15194231,100.0815577",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,address,Chanthaburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,latitude,12.67759036,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,longitude,102.1161687,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,name,"12.67759036,102.1161687",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chanthaburi 2017-01-01.csv,2017,resolvedAddress,"12.67759036,102.1161687",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,address,Chiang Mai,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,latitude,18.8569697,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,longitude,98.9199899,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,name,"18.8569697,98.9199899",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chiang Mai 2017-07-01.csv,2017,resolvedAddress,"18.8569697,98.9199899",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,address,Chon Buri,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,latitude,13.15463158,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,longitude,101.0628947,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,name,"13.15463158,101.0628947",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chon Buri 2017-01-01.csv,2017,resolvedAddress,"13.15463158,101.0628947",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,address,Chumphon,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,latitude,10.3336087,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,longitude,99.18683478,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,name,"10.3336087,99.18683478",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Chumphon 2017-07-01.csv,2017,resolvedAddress,"10.3336087,99.18683478",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,address,Kamphaeng Phet,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,latitude,16.37223377,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,longitude,99.65637662,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,name,"16.37223377,99.65637662",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kamphaeng Phet 2017-01-01.csv,2017,resolvedAddress,"16.37223377,99.65637662",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,address,Kanchanaburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,latitude,14.22504255,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,longitude,99.4401383,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,name,"14.22504255,99.4401383",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Kanchanaburi 2017-07-01.csv,2017,resolvedAddress,"14.22504255,99.4401383",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,address,Krabi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,latitude,8.009243243,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,longitude,98.93368468,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,name,"8.009243243,98.93368468",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Krabi 2017-01-01.csv,2017,resolvedAddress,"8.009243243,98.93368468",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,address,Lampang,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,latitude,18.34986458,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,longitude,99.50325,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,name,"18.34986458,99.50325",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lampang 2017-07-01.csv,2017,resolvedAddress,"18.34986458,99.50325",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,address,Loei,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,latitude,17.41748315,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,longitude,101.6434157,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,name,"17.41748315,101.6434157",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Loei 2017-01-01.csv,2017,resolvedAddress,"17.41748315,101.6434157",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,address,Lop Buri,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,latitude,15.02860833,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,longitude,100.7969417,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,name,"15.02860833,100.7969417",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Lop Buri 2017-07-01.csv,2017,resolvedAddress,"15.02860833,100.7969417",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,address,Maha Sarakham,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,latitude,15.98990226,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,longitude,103.1893308,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,name,"15.98990226,103.1893308",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Maha Sarakham 2017-01-01.csv,2017,resolvedAddress,"15.98990226,103.1893308",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,address,Mukdahan,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,latitude,16.53405769,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,longitude,104.5682885,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,name,"16.53405769,104.5682885",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Mukdahan 2017-07-01.csv,2017,resolvedAddress,"16.53405769,104.5682885",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,address,Nakhon Pathom,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,latitude,13.87357143,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,longitude,100.1243048,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,name,"13.87357143,100.1243048",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Pathom 2017-01-01.csv,2017,resolvedAddress,"13.87357143,100.1243048",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,address,Nakhon Phanom,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,latitude,17.31057447,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,longitude,104.4821915,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,name,"17.31057447,104.4821915",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Phanom 2017-07-01.csv,2017,resolvedAddress,"17.31057447,104.4821915",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,address,Nakhon Sawan,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,latitude,15.67782946,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,longitude,100.1931783,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,name,"15.67782946,100.1931783",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Sawan 2017-01-01.csv,2017,resolvedAddress,"15.67782946,100.1931783",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,address,Nakhon Si Thammarat,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,latitude,8.34487574,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,longitude,99.86193491,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,name,"8.34487574,99.86193491",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nakhon Si Thammarat 2017-07-01.csv,2017,resolvedAddress,"8.34487574,99.86193491",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,address,Narathiwat,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,latitude,6.234092105,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,longitude,101.7531711,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,name,"6.234092105,101.7531711",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Narathiwat 2017-01-01.csv,2017,resolvedAddress,"6.234092105,101.7531711",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,address,Nong Bua Lam Phu,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,latitude,17.18251724,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,longitude,102.3142586,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,name,"17.18251724,102.3142586",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nong Bua Lam Phu 2017-07-01.csv,2017,resolvedAddress,"17.18251724,102.3142586",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,address,Nonthaburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,latitude,13.88841176,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,longitude,100.4345882,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,name,"13.88841176,100.4345882",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Nonthaburi 2017-01-01.csv,2017,resolvedAddress,"13.88841176,100.4345882",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,address,Pathum Thani,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,latitude,14.04674576,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,longitude,100.6253898,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,name,"14.04674576,100.6253898",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Pathum Thani 2017-07-01.csv,2017,resolvedAddress,"14.04674576,100.6253898",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,address,Phang-nga,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,latitude,8.655536232,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,longitude,98.27214493,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,name,"8.655536232,98.27214493",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phang-nga 2017-01-01.csv,2017,resolvedAddress,"8.655536232,98.27214493",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,address,Phatthalung,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,latitude,7.54880303,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,longitude,100.0667121,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,name,"7.54880303,100.0667121",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phatthalung 2017-07-01.csv,2017,resolvedAddress,"7.54880303,100.0667121",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,address,Phetchabun,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,latitude,16.27352174,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,longitude,101.110113,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,name,"16.27352174,101.110113",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchabun 2017-01-01.csv,2017,resolvedAddress,"16.27352174,101.110113",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,address,Phetchaburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,latitude,13.04547253,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,longitude,99.88163736,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,name,"13.04547253,99.88163736",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phetchaburi 2017-07-01.csv,2017,resolvedAddress,"13.04547253,99.88163736",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,address,Phitsanulok,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,latitude,16.87664516,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,longitude,100.3781935,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,name,"16.87664516,100.3781935",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phitsanulok 2017-01-01.csv,2017,resolvedAddress,"16.87664516,100.3781935",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,address,Phra Nakhon Si Ayutthaya,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,latitude,14.37482039,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,longitude,100.5316117,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,name,"14.37482039,100.5316117",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phra Nakhon Si Ayutthaya 2017-07-01.csv,2017,resolvedAddress,"14.37482039,100.5316117",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,address,Phuket,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,latitude,7.887342105,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,longitude,98.36747368,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,name,"7.887342105,98.36747368",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Phuket 2017-01-01.csv,2017,resolvedAddress,"7.887342105,98.36747368",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,address,Prachin Buri,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,latitude,13.99596825,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,longitude,101.5334444,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,name,"13.99596825,101.5334444",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Prachin Buri 2017-07-01.csv,2017,resolvedAddress,"13.99596825,101.5334444",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,address,Ranong,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,latitude,9.84295,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,longitude,98.57283333,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,name,"9.84295,98.57283333",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ranong 2017-01-01.csv,2017,resolvedAddress,"9.84295,98.57283333",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,address,Ratchaburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,latitude,13.60378641,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,longitude,99.80105825,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,name,"13.60378641,99.80105825",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Ratchaburi 2017-07-01.csv,2017,resolvedAddress,"13.60378641,99.80105825",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,address,Roi Et,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,latitude,15.94159686,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,longitude,103.8014241,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,name,"15.94159686,103.8014241",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Roi Et 2017-01-01.csv,2017,resolvedAddress,"15.94159686,103.8014241",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,address,Sa kaeo,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,latitude,13.72012069,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,longitude,102.3403103,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,name,"13.72012069,102.3403103",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Sa kaeo 2017-07-01.csv,2017,resolvedAddress,"13.72012069,102.3403103",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,address,Samut Prakarn,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,latitude,13.61855102,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,longitude,100.655449,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,name,"13.61855102,100.655449",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Prakarn 2017-01-01.csv,2017,resolvedAddress,"13.61855102,100.655449",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,address,Samut Sakhon,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,latitude,13.58789744,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,longitude,100.2134103,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,name,"13.58789744,100.2134103",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Samut Sakhon 2017-07-01.csv,2017,resolvedAddress,"13.58789744,100.2134103",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,address,Saraburi,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,latitude,14.55531481,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,longitude,100.8865463,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,name,"14.55531481,100.8865463",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Saraburi 2017-01-01.csv,2017,resolvedAddress,"14.55531481,100.8865463",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,address,Satun,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,info,,0
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,latitude,6.695068182,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,longitude,99.72796591,1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,name,"6.695068182,99.72796591",1
updated data\weather_hourly\Weather_Data_Blast_24H_2017\Satun 2017-07-01.csv,2017,resolvedAddress,"6.695068182,99.72796591",1
